nome,vendedor,reviews,preco_antigo,preco_atual
Nome: Notebook Acer Aspire 5 A515-45-r0xr Ryzen7 8gb 256gb Ssd 15.6 Full Hd Linux Gutta,Vendedor: Por Vikings,Avaliação: 4.8 (766 reviews),Preço antigo: R$4.141,Preço atual: R$2.899
"Nome: Notebook Gamer ASUS TUF Gaming A15, Ryzen 7, RTX 2050, 8GB RAM, 512GB SSD, Tela 15.6 IPS 144Hz, Linux KeepOS, Graphite Black - FA506NFR-HN069",Vendedor: Por Mercado Livre,Avaliação: 4.8 (131 reviews),Preço antigo: R$4.999,Preço atual: R$4.098
"Nome: Notebook Acer Aspire 3 Intel Core I3 - N305, 8G RAM, 256GB SSD, Windows 11 Home, Tela 15,6"" Full HD - A315-510P-34XC 110V/220V",Vendedor: Por Mercado Livre,Avaliação: 4.8 (8997 reviews),Preço antigo: R$3.682,Preço atual: R$2.599
Nome: Notebook Dell 15.6 Fhd I5 8gb 512gb Ssd Rtx 3050,Vendedor: Por Dell,Avaliação: 4.9 (104 reviews),Preço antigo: —,Preço atual: R$6.302
Nome: Notebook Dell Inspiron I15-i120k-a25p I5 8gb 512gb 15.6 W11,Vendedor: Por Dell,Avaliação: 4.8 (1871 reviews),Preço antigo: —,Preço atual: R$3.632
"Nome: Notebook ASUS Vivobook Go 15 E1504 AMD RYZEN 5 7520U 8GB Ram 256GB SSD Linux KeepOS 15,6” FHD Black E1504FA-NJ731",Vendedor: Por Mercado Livre,Avaliação: 4.8 (912 reviews),Preço antigo: R$2.649,Preço atual: R$2.394
"Nome: Notebook Gamer Acer Nitro V Intel Core I5 - 13420H, 8GB Ram, 512GB SSD, NVIDIA RTX4050, Windows 11 Home, Tela 15,6"" Full HD - ANV15-51-54DL",Vendedor: Por Acer Brasil,Avaliação: 4.8 (1436 reviews),Preço antigo: R$7.299,Preço atual: R$5.499
"Nome: Notebook Asus Vivobook 15 X1504va Intel Core I5 1334u 8gb Ram 512gb Ssd Intel Iris Xe Windows 11 Home Tela 15,6 Fhd Silver - Nj1740w",Vendedor: Por Asus,Avaliação: 5.0 (22 reviews),Preço antigo: —,Preço atual: R$3.459
Nome: Notebook Lenovo Ideapad 1i Celeron Office 365 4gb 128gb W11,Vendedor: Por Vikings,Avaliação: 4.7 (453 reviews),Preço antigo: R$2.712,Preço atual: R$1.899
"Nome: Notebook Asus X515 Intel Celeron Dual Core N4500 4gb Ram 128gb Ssd Windows 11 Home Tela 15,6 Led Hd Slate Grey - Br309ws",Vendedor: Por 2Eletro,Avaliação: 4.7 (662 reviews),Preço antigo: R$2.373,Preço atual: R$1.769
"Nome: Notebook Asus Vivobook 15 X1504va Intel Core I5 1334u 8gb Ram 512gb Ssd Linux Keepos Intel Iris Xe Tela 15,6 Led Fhd Silver - Nj1741",Vendedor: Por Asus,Avaliação: 4.9 (15 reviews),Preço antigo: —,Preço atual: R$2.959
"Nome: Notebook Positivo Vision C15 Lumina Bar Celeron, 8GB 128GB eMMC, Tela 15.6"" HD Antirreflexo, Windows 11, Tecla Link, Cinza",Vendedor: Por Positivo,Avaliação: 4.6 (1090 reviews),Preço antigo: R$2.798,Preço atual: R$1.799
"Nome: Notebook Acer Aspire 3 Intel Core i3– N305 FHD 15.6"" LED TN UHD para processadores Inte 256GB SDD 8GB RAM Debian 64 bits Prata - A315-510P-320B",Vendedor: Por Loi Brasil,Avaliação: 4.9 (418 reviews),Preço antigo: R$2.811,Preço atual: R$2.417
Nome: Notebook Acer Gamer Nitro V15 Intel Core i7 13ª Ger. 32GB 512SSD RTX3050 com 6GB GDDR6 Nvidia GeForce Linux Gutta ANV15-51-73BP,Vendedor: Por Vikings,Avaliação: 4.9 (180 reviews),Preço antigo: R$8.998,Preço atual: R$6.299
"Nome: Notebook Acer A515-57-5429 Intel Core i5-12450H 16GB RAM 512GB SSD Tela de 15,6'' Linux Gutta",Vendedor: Por Mercado Livre,Avaliação: 4.8 (1498 reviews),Preço antigo: R$4.285,Preço atual: R$2.999
Nome: Notebook Hp Elitebook 845 G8 Ryzen 3 Pro 16gb Ram 256gb Ssd Prata (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.149
Nome: Macbook Pro 15 2015 Intel I7 Quadcore 16gb Ram Tela Retina Prateado (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.890
"Nome: Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD",Vendedor: Por Vaio,Avaliação: 4.8 (75 reviews),Preço antigo: R$4.799,Preço atual: R$3.299
"Nome: Notebook Gamer Acer Nitro V ANV15-51-57WS Intel® Core™ i5-13420H 13ªGeração 512SSD 8GB Nvidia® GeForce® RTX 3050 GDDR6 Linux Gutta 15,6'",Vendedor: Por Acer Brasil,Avaliação: 4.8 (3424 reviews),Preço antigo: R$5.299,Preço atual: R$4.679
Nome: Notebook Acer Predator Gamer Phn16-71-72w6 I7-13650hx 16gb 512gb Ssd Rtx 4060 Windows 11 Home Tela 16 Wuxga,Vendedor: Por Acer Brasil,Avaliação: 4.9 (892 reviews),Preço antigo: R$10.999,Preço atual: R$8.329
Nome: Notebook Acer Nitro V15 ANV15-51-58AZ Core I5-13420h 8gb 512gb Rtx 3050 Cor Preto,Vendedor: Por Eshop,Avaliação: 4.8 (1275 reviews),Preço antigo: R$6.790,Preço atual: R$4.799
"Nome: Notebook VAIO FE15 Intel Core i5 12ªgen 8GB 512GB SSD Tela 15,6'' Full HD Antirreflexo Linux - Cinza Grafite - VJFE54F11XB2321H",Vendedor: Por Eshop,Avaliação: 4.8 (45 reviews),Preço antigo: R$4.990,Preço atual: R$2.995
"Nome: Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 5 7520u 16gb Ram 512gb Ssd Linux Keepos Tela 15,6 Led Fhd Black - Nj1288",Vendedor: Por Asus,Avaliação: 4.7 (341 reviews),Preço antigo: R$3.299,Preço atual: R$3.068
Nome: Notebook VAIO FE16 AMD Ryzen 5-5625U Linux 8GB RAM 256GB SSD Wi-Fi 6 Tela 16'' IPS WUXGA Antirreflexo - Cinza Grafite - Vjfe69f11x-b0411h - Permite upgrade de memória RAM e SSD,Vendedor: Por 123 Comprou,Avaliação: 4.9 (47 reviews),Preço antigo: R$4.998,Preço atual: R$3.199
"Nome: Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 32gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0221h - - Permite upgrade de memória RAM e SSD",Vendedor: Por Vaio,Avaliação: 4.8 (44 reviews),Preço antigo: R$4.999,Preço atual: R$3.799
Nome: Notebook Dell Latitude 3480 - Core I5 8 Gb Ddr4 240 Gb Ssd Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$1.999,Preço atual: R$1.419
"Nome: Notebook Positivo Vision R15 Lumina Bar, AMD Ryzen 5 8GB 256GB, Tela 15 polegadas Full HD Antirreflexo, Linux - Preto",Vendedor: Por Positivo,Avaliação: 4.7 (46 reviews),Preço antigo: R$3.900,Preço atual: R$2.550
"Nome: Notebook Vaio fe16 amd ryzen 5-5625u linux 12gb 512gb ssd tela 16"" ips wuxga antirreflexo cinza grafite vjfe69f11x-b1211h memória expansível até 64gb",Vendedor: Por Eshop,Avaliação: 4.8 (30 reviews),Preço antigo: R$3.849,Preço atual: R$3.069
"Nome: Notebook Acer Aspire 5 Intel Core I5 - 12450H 8GB RAM 256GB SSD Windows 11 Home Tela 15,6"" Full HD A515-57-55B8 Bivolt",Vendedor: Por Eshop,Avaliação: 4.8 (7755 reviews),Preço antigo: R$4.499,Preço atual: R$3.250
Nome: Notebook Acer Aspire 5 Ryzen 7 15.6 Radeon 512gb 8gb Linux,Vendedor: Por Mobcom,Avaliação: 4.8 (1010 reviews),Preço antigo: R$3.675,Preço atual: R$2.999
"Nome: Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837",Vendedor: Por Eshop,Avaliação: 4.6 (45 reviews),Preço antigo: R$7.419,Preço atual: R$5.189
"Nome: Notebook Lenovo IdeaPad 3i Intel Core I3 - 1115G4, 8GB RAM, 256GB SSD, Windows 11 Home, Tela 15,6"" - 82MD0010BR",Vendedor: Por 123 Comprou,Avaliação: 4.8 (676 reviews),Preço antigo: R$3.842,Preço atual: R$2.899
Nome: Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Vendedor: não encontrado,Avaliação: 4.5 (561 reviews),Preço antigo: R$1.899,Preço atual: R$1.196
Nome: Notebook Acer Nitro V15 Anv15-52-96aq Intel® Core I9-13900h De 13° G 16gb 512gb Ssd Rtx4060 Windows 11 Home 15.6,Vendedor: Por Acer Brasil,Avaliação: — (— reviews),Preço antigo: R$8.999,Preço atual: R$7.499
Nome: Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$2.499,Preço atual: R$1.674
Nome: Notebook Acer Vero AV15-53P-56HM Intel® Core™ i5 – 1335U 15.6” Full HD Intel® Iris® Xe 512 GB SSD 8 GB RAM Windows 11 Home,Vendedor: Por 2Eletro,Avaliação: 4.8 (51 reviews),Preço antigo: R$6.099,Preço atual: R$3.299
Nome: Notebook Gamer Lenovo Loq-e Ci5 Rtx3050 512gb 16gb W11+ubook,Vendedor: Por Mobcom,Avaliação: 4.9 (29 reviews),Preço antigo: R$6.657,Preço atual: R$4.699
"Nome: Notebook VAIO FE15 Intel Core i5 12th 16GB 512GB SSD Tela 15,6'' Full HD Antirreflexo Windows 11 Home Cinza Grafite B2621H",Vendedor: Por INPOWER,Avaliação: 4.8 (716 reviews),Preço antigo: R$4.599,Preço atual: R$3.699
"Nome: Notebook Asus X515 Intel Celeron Dual Core N4500 4gb Ram 128gb Ssd Windows 11 Home Tela 15,6 Led Hd Slate Grey - Br309ws",Vendedor: Por 2Eletro,Avaliação: 4.7 (662 reviews),Preço antigo: R$2.373,Preço atual: R$1.769
Nome: Notebook Hp 256r G9 Intel Core I3-1315u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl - AN1A2LA#AK4,Vendedor: Por HP,Avaliação: 4.8 (294 reviews),Preço antigo: R$3.232,Preço atual: R$2.754
Nome: Jogo De Ferramentas Kit De Ferramentas Chave Para Abrir Celular Android Ios Tablet Notebook Reparo Manutenção De Aparelho Conserto Precisão Profissional Magnético Dispositivo Trabalho 16 Peças Lfal,Vendedor: não encontrado,Avaliação: 4.8 (61 reviews),Preço antigo: R$29,Preço atual: R$20
"Nome: Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 8gb 256gb, Tela 15 Full Hd Antirreflexo, Linux - Preto",Vendedor: Por Positivo,Avaliação: 4.7 (114 reviews),Preço antigo: R$3.599,Preço atual: R$2.499
Nome: Polaris Shop Adaptador Audio Usb Placa De Som Externa 7.1 Canais 3d Entrada P2 P3 Fone Microfone 3.5mm Pc Notebook Laptop,Vendedor: não encontrado,Avaliação: 4.7 (158 reviews),Preço antigo: —,Preço atual: R$28
Nome: Polaris Shop Fio Cabo Vga 1.8m Metros Para Monitor Projetor Notebook Pc Computador Tv Lcd Datashow Cpu Com Filtro Blindado Macho X Macho Alta Qualidade Resolução Anti Interferência Resistente,Vendedor: não encontrado,Avaliação: 4.7 (109 reviews),Preço antigo: R$29,Preço atual: R$24
Nome: Mochila Viagem Feminina Masculina Para Notebook Executiva,Vendedor: não encontrado,Avaliação: 4.9 (4230 reviews),Preço antigo: R$249,Preço atual: R$110
Nome: Carregador 20v 3.25a Para Lenovo Ideapad 3 15itl6 Envio Imed,Vendedor: não encontrado,Avaliação: 4.9 (65 reviews),Preço antigo: R$78,Preço atual: R$57
Nome: Adaptador Ethernet USB 3.0 RJ45 Placa de Rede Gigabit 10/100/1000 Mbps Para Windows Notebook e Desktop,Vendedor: não encontrado,Avaliação: 4.7 (970 reviews),Preço antigo: R$38,Preço atual: R$35
Nome: Carregador Para Dell Inspiron 15 3000 Modelo La45nm140 45w,Vendedor: não encontrado,Avaliação: 4.6 (155 reviews),Preço antigo: —,Preço atual: R$54
Nome: Memória Ram Notebook 16gb Twoingames 3200mhz Ddr4 Sodimm,Vendedor: não encontrado,Avaliação: 4.9 (190 reviews),Preço antigo: —,Preço atual: R$229
Nome: Webcam Camera Full Hd Zoom 1080p 360 Graus Videoconferencia Streamcam Web Cam Entrada Usb 2.0 Com Microfone- Floresta Urbana,Vendedor: Por Floresta Urbana,Avaliação: 4.5 (2352 reviews),Preço antigo: R$78,Preço atual: R$46
Nome: Adaptador Ethernet USB 3.0 RJ45 Placa de Rede Gigabit 10/100/1000 Mbps Para Windows Notebook e Desktop,Vendedor: não encontrado,Avaliação: 4.7 (970 reviews),Preço antigo: R$38,Preço atual: R$35
"Nome: Fonte Carregador Universal Notebook 12 - 24v 5,5a 120w",Vendedor: não encontrado,Avaliação: 4.7 (156 reviews),Preço antigo: R$44,Preço atual: R$39
Nome: SSD240GB Adata 3 2.5 SU650 ASU650SS-240GT-R 240GB preto,Vendedor: não encontrado,Avaliação: 4.8 (4720 reviews),Preço antigo: —,Preço atual: R$128
Nome: Fonte Carregador para Notebook Dell Inspiron I15-3501-a10p Voltagem De Entrada Bivolt,Vendedor: não encontrado,Avaliação: 4.7 (95 reviews),Preço antigo: —,Preço atual: R$49
"Nome: Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",Vendedor: Por 123 Comprou,Avaliação: 4.6 (128 reviews),Preço antigo: R$3.284,Preço atual: R$2.024
Nome: Fonte Carregador Usb-c 61w P/ Notebook E Macbook 2016 A 2019 Cor Branco,Vendedor: não encontrado,Avaliação: 4.6 (8 reviews),Preço antigo: R$156,Preço atual: R$109
Nome: Fonte Carregador Para Notebook Vaio Modelo Pa-1450-26lps 45w,Vendedor: não encontrado,Avaliação: 4.9 (10 reviews),Preço antigo: —,Preço atual: R$52
"Nome: Suporte de Notebook Articulado e Dobrável, Tablet, Laptop e Mesa Portátil, Base Ergonômico para Escritório e Home Office em Alumínio Bahrein",Vendedor: não encontrado,Avaliação: 4.8 (616 reviews),Preço antigo: R$42,Preço atual: R$26
Nome: Suporte Note Apoio Notebook Laptop Computador Mesa Universal Rishon Cor Preto,Vendedor: Por Rishon,Avaliação: 4.7 (2675 reviews),Preço antigo: —,Preço atual: R$34
Nome: Carregador para notebook Lenovo Ideapad S145 15api 81v70004br,Vendedor: não encontrado,Avaliação: 4.8 (163 reviews),Preço antigo: R$119,Preço atual: R$59
Nome: Webcam Camera Casenn Full Hd Zoom 1080p Com Microfone Integrado Entrada USB 2.0 Rotação 360 Graus videoconferência Streamcam Estúdio Plug And Play Home Office Chamadas de Vídeo Zoom Teams,Vendedor: Por Voreon,Avaliação: 4.6 (290 reviews),Preço antigo: R$78,Preço atual: R$43
Nome: Fonte Carregador para notebook Dell Inspiron 5000 5452 5458 19.5v 65w 3.34a,Vendedor: não encontrado,Avaliação: 4.8 (145 reviews),Preço antigo: R$197,Preço atual: R$122
Nome: POLARES ZEN1 Adaptador Macbook Hub Usb-c Air M1 M2 Dex Hdmi 4k 7 Em 1 Polares,Vendedor: Por POLARES,Avaliação: 4.6 (252 reviews),Preço antigo: R$99,Preço atual: R$53
Nome: Kit Chaves Precisão Manutenção Profissional 115 Pç Magnético Notebook Celular Computador Vídeo Game Tablet Philips Fenda Torx Y Gurumania,Vendedor: não encontrado,Avaliação: 4.7 (106 reviews),Preço antigo: R$59,Preço atual: R$41
Nome: Protetor Eletrônico Para Xbox Pc 500va 110 Mono Involts Cor Preto,Vendedor: não encontrado,Avaliação: 4.7 (1093 reviews),Preço antigo: —,Preço atual: R$84
Nome: Cabo Adaptador Displayport Macho Para Hdmi Macho 1.80 Metros transferir áudios e vídeos notebook projetores pc mac macbook plug and play Suporta monitor/TV Ultra Wide marca Chrome Technology,Vendedor: não encontrado,Avaliação: 4.6 (446 reviews),Preço antigo: —,Preço atual: R$23
"Nome: Case Externa Gaveta Para Hd Sata 2,5 Usb 3.0 Transparente Pafesa Tech Notebook Computador Pc Portátil Para Windows",Vendedor: não encontrado,Avaliação: 4.8 (293 reviews),Preço antigo: R$30,Preço atual: R$29
Nome: Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,Vendedor: Por HP,Avaliação: 4.8 (260 reviews),Preço antigo: R$3.517,Preço atual: R$2.772
Nome: Kit Ferramenta 115 Chaves Precisão Celular  Tablet Notebook,Vendedor: não encontrado,Avaliação: 4.7 (277 reviews),Preço antigo: —,Preço atual: R$33
"Nome: Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza",Vendedor: Por Positivo,Avaliação: 4.7 (187 reviews),Preço antigo: R$2.199,Preço atual: R$1.599
"Nome: Notebook Asus Vivobook 15 X1504va Intel Core I5 1334u 8gb Ram 256gb Ssd Linux Keepos Intel Iris Xe Tela 15,6 Led Fhd Silver - Nj1739",Vendedor: Por Mercado Livre,Avaliação: 5.0 (7 reviews),Preço antigo: R$2.899,Preço atual: R$2.562
Nome: Fonte Lef Carregador Para Macbook Air Pro A1425 A1435 A1502 60w Bivolt Magsafe-2 T,Vendedor: não encontrado,Avaliação: 4.6 (41 reviews),Preço antigo: R$188,Preço atual: R$139
Nome: Notebook Gamer Predator Helios Neo / Phn16-72-74vx / Intel® Core I7-14700hx De 14ªgeração / 16gb / 512ssd / Windows 11 Home / Nvidia Geforce Rtx 4070 Gddr6 / Tela 16,Vendedor: Por Acer Brasil,Avaliação: 4.7 (102 reviews),Preço antigo: R$12.999,Preço atual: R$10.499
Nome: Notebook Positivo Vision C15 Lumina Bar Celeron 4gb 128gb Emmc Tela 15 Hd Antirreflexo Windows 11 Tecla Link Cinza,Vendedor: Por Positivo,Avaliação: 4.6 (3479 reviews),Preço antigo: R$1.999,Preço atual: R$1.651
Nome: Leitor E Gravador De Dvd Externo Usb 3.0 + Tipo C,Vendedor: não encontrado,Avaliação: 4.7 (297 reviews),Preço antigo: R$105,Preço atual: R$94
"Nome: Notebook Lenovo IdeaPad 1 15IAU7 Intel Core i7-1255U HD 15.6"" Intel Iris Xe 512GB SSD 12GB RAM Windows 11- 82VY000PBR",Vendedor: Por Eshop,Avaliação: 4.8 (268 reviews),Preço antigo: R$5.119,Preço atual: R$4.055
Nome: Notebook Acer Aspire 5 A15-51M-54E6 / Intel Core™ i5-13420H de 13ª Geração / 8GB / 512SSD / Windows 11 Home / 15.6” Full HD,Vendedor: Por TCN,Avaliação: 4.8 (475 reviews),Preço antigo: R$4.202,Preço atual: R$3.298
Nome: Placa De Som Usb P2 Fone 3.5mm Pc Notebook Cor Preto,Vendedor: não encontrado,Avaliação: 4.7 (347 reviews),Preço antigo: —,Preço atual: R$19
Nome: Notebook Dell Inspiron I15-i120k-a35p I5 16gb 1tb 15.6 W11,Vendedor: Por Dell,Avaliação: 4.8 (2094 reviews),Preço antigo: —,Preço atual: R$4.316
Nome: Notebook Lenovo E14 Thinkpad Core Ultra 7 155u 32gb 1tb Ssd Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$7.999,Preço atual: R$4.559
"Nome: Notebook ASUS Vivobook Go 15 E1504FA-NJ836W AMD Ryzen 5 7520U 2,8 GHz 8GB 512GB SSD Windows 11 Home 15,6"" Full Hd Preto",Vendedor: Por TNT Info,Avaliação: 4.8 (440 reviews),Preço antigo: R$3.999,Preço atual: R$2.999
Nome: interno Crucial CT480BX500SSD1 480GB preto,Vendedor: não encontrado,Avaliação: 4.9 (2550 reviews),Preço antigo: —,Preço atual: R$248
Nome: Notebook Hp 250r G9 Intel Core I5 1335u 8gb 256gb Ssd 15.6 W11 Pro Ay6w3la,Vendedor: Por 2Eletro,Avaliação: 4.3 (12 reviews),Preço antigo: R$3.610,Preço atual: R$2.999
Nome: Notebook Acer Aspire 5 Amd Ryzen 7 15.6 Amd Radeon 512gb 8gb,Vendedor: Por Mobcom,Avaliação: 4.8 (13 reviews),Preço antigo: R$3.494,Preço atual: R$2.949
Nome: Cabo Adaptador Sata/usb 3.0 Para Hds De Notebooks E Ssds Cor Preto,Vendedor: não encontrado,Avaliação: 4.5 (132 reviews),Preço antigo: —,Preço atual: R$24
Nome: Notebook Positivo Vision C14 Lumina BAR Celeron 4GB 128GB eMMC Tela 14 Polegadas HD Antirreflexo Windows 11 Tecla Link Cinza,Vendedor: Por Positivo,Avaliação: 4.6 (4394 reviews),Preço antigo: R$1.799,Preço atual: R$1.399
"Nome: Notebook Inspiron I16-U7155H-A10 16"" prateado 16GB de Ram - 1TB SSD - Intel Core Ultra 7",Vendedor: Por Dell,Avaliação: 5.0 (4 reviews),Preço antigo: R$10.399,Preço atual: R$9.821
Nome: Suporte Notebook Base Led Refrigerada Ventilação Silenciosa Cor Preto LED Azul,Vendedor: não encontrado,Avaliação: 4.7 (1542 reviews),Preço antigo: —,Preço atual: R$50
Nome: Notebook Asus Vivobook 16 Intel Core I7 1355U 16GB RAM 1TB SSD Windows 11 Home Tela 16 Fhd Cool Silver – X1605VA-MB764W,Vendedor: Por Mercado Livre,Avaliação: 4.8 (158 reviews),Preço antigo: —,Preço atual: R$5.159
"Nome: Notebook ThinkPad E14 14"" black 16GB de Ram 256GB SSD Intel Core i5 - Excelente (Recondicionado)",Vendedor: Por Micro Livre,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.506
Nome: Notebook Positivo Vision C14 Intel® Celeron® Linux 4GB 128GB eMMC 14” HD Lumina BAR – Cinza,Vendedor: Por Positivo,Avaliação: 4.6 (4394 reviews),Preço antigo: R$1.849,Preço atual: R$1.249
Nome: Hd Externo Portátil Seagate Expansion 4tb Usb 3.0 Preto,Vendedor: Por 25Best,Avaliação: 4.8 (751 reviews),Preço antigo: —,Preço atual: R$879
"Nome: Notebook ASUS Vivobook Go E1504FA AMD Ryzen 5 7520U 8GB Ram 256GB SSD Windows 11 Tela 15,6"" FHD Black - NJ825W",Vendedor: Por Mercado Livre,Avaliação: 4.8 (149 reviews),Preço antigo: —,Preço atual: R$2.944
Nome: Notebook Gamer Lenovo Loq-e Ci5 Rtx3050 512gb 16gb W11+ubook,Vendedor: Por Mobcom,Avaliação: 4.9 (29 reviews),Preço antigo: R$6.657,Preço atual: R$4.699
"Nome: Notebook VAIO FE15 Intel Core i5 12th 16GB 512GB SSD Tela 15,6'' Full HD Antirreflexo Windows 11 Home Cinza Grafite B2621H",Vendedor: Por INPOWER,Avaliação: 4.8 (716 reviews),Preço antigo: R$4.599,Preço atual: R$3.699
"Nome: Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",Vendedor: Por 123 Comprou,Avaliação: 4.6 (128 reviews),Preço antigo: R$3.284,Preço atual: R$2.024
Nome: Hd Externo Portátil Seagate Expansion 4tb Usb 3.0 Preto,Vendedor: Por 25Best,Avaliação: 4.8 (751 reviews),Preço antigo: —,Preço atual: R$879
"Nome: Notebook ASUS Vivobook Go E1504FA AMD Ryzen 5 7520U 8GB Ram 256GB SSD Windows 11 Tela 15,6"" FHD Black - NJ825W",Vendedor: Por Mercado Livre,Avaliação: 4.8 (149 reviews),Preço antigo: —,Preço atual: R$2.944
"Nome: Notebook Gamer Acer Nitro V15 - 15.6 144hz Ips, Intel Core I7 13620h (13ª Geração) 4.90ghz, Nvidia Geforce Rtx 3050 6gb Gddr6, 8gb Ram Ddr5, 512gb Ssd Pcie 4.0 Nvme, Áudio Dts, Preto - Anv15-51-7837",Vendedor: Por INPOWER,Avaliação: — (— reviews),Preço antigo: R$5.899,Preço atual: R$4.928
