nome,vendedor,reviews,preco_antigo,preco_atual
"Nome: Gaming Laptop, Laptop Intel Core I5 Up To 3.60ghz, 16 Inc...",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.376
"Nome: Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 15,6'' Cinza - Ub261",Vendedor: Por 123 Comprou,Avaliação: 4.5 (387 reviews),Preço antigo: R$2.055,Preço atual: R$1.367
"Nome: Notebook Gamer Acer Nitro V Intel Core I5 - 13420H, 8GB Ram, 512GB SSD, NVIDIA RTX4050, Windows 11 Home, Tela 15,6"" Full HD - ANV15-51-54DL",Vendedor: Por Acer Brasil,Avaliação: 4.8 (1413 reviews),Preço antigo: —,Preço atual: R$7.299
Nome: Notebook Positivo Vision C15 Lumina Bar Celeron 4gb 128gb Emmc Tela 15 Hd Antirreflexo Windows 11 Tecla Link Cinza,Vendedor: Por Positivo,Avaliação: 4.6 (3435 reviews),Preço antigo: R$1.999,Preço atual: R$1.599
Nome: Notebook Acer Nitro V15 ANV15-51-58AZ Core I5-13420h 8gb 512gb Rtx 3050 Cor Preto,Vendedor: Por Mercado Livre,Avaliação: 4.8 (1236 reviews),Preço antigo: R$7.398,Preço atual: R$4.962
Nome: Notebook Dell Inspiron I15-i120k-a35p I5 16gb 1tb 15.6 W11,Vendedor: Por Dell,Avaliação: 4.8 (2043 reviews),Preço antigo: R$4.399,Preço atual: R$3.799
Nome: Notebook VAIO FE16 AMD Ryzen 5-5625U Linux 8GB RAM 256GB SSD Wi-Fi 6 Tela 16'' IPS WUXGA Antirreflexo - Cinza Grafite - Vjfe69f11x-b0411h - Permite upgrade de memória RAM e SSD,Vendedor: Por 123 Comprou,Avaliação: 4.9 (42 reviews),Preço antigo: R$4.998,Preço atual: R$2.879
"Nome: Notebook Positivo Vision C15 Lumina Bar Celeron, 8GB 128GB eMMC, Tela 15.6"" HD Antirreflexo, Windows 11, Tecla Link, Cinza",Vendedor: Por Positivo,Avaliação: 4.6 (1068 reviews),Preço antigo: R$2.798,Preço atual: R$1.799
"Nome: Notebook Lenovo Ideapad 1i Intel Core I3 - 1215U, 4GB RAM, 256GB SSD, Windows 11 Home, Tela 15.6'' - 82VY000TBR Cor cinza",Vendedor: Por TCN,Avaliação: 4.8 (1457 reviews),Preço antigo: R$3.569,Preço atual: R$2.289
"Nome: Notebook Positivo Vision R15 Lumina Bar, AMD Ryzen 5 8GB 256GB, Tela 15 polegadas Full HD Antirreflexo, Linux - Preto",Vendedor: Por Positivo,Avaliação: 4.7 (43 reviews),Preço antigo: R$3.900,Preço atual: R$2.422
Nome: Notebook Gamer Predator Helios Neo / Phn16-72-74vx / Intel® Core I7-14700hx De 14ªgeração / 16gb / 512ssd / Windows 11 Home / Nvidia Geforce Rtx 4070 Gddr6 / Tela 16,Vendedor: Por Acer Brasil,Avaliação: 4.8 (100 reviews),Preço antigo: —,Preço atual: R$12.999
Nome: Notebook Asus Vivobook Go Core I3 N305 4gb 256ssd W11 Fhd,Vendedor: Por Mercado Livre,Avaliação: 4.7 (609 reviews),Preço antigo: R$2.599,Preço atual: R$2.368
"Nome: Notebook Lenovo IdeaPad 3i Intel Core I3 - 1115G4, 8GB RAM, 256GB SSD, Windows 11 Home, Tela 15,6"" - 82MD0010BR",Vendedor: Por 123 Comprou,Avaliação: 4.8 (668 reviews),Preço antigo: R$4.141,Preço atual: R$2.879
"Nome: Notebook Lenovo Ideapad 1i I7 12gb 512gb Ssd 15,6 Cloud Grey",Vendedor: Por Fast Shop,Avaliação: 4.8 (10 reviews),Preço antigo: R$4.199,Preço atual: R$3.620
"Nome: Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 5 7520u 8gb Ram 1tb Ssd Linux Keepos Tela 15,6 Fhd Black - Nj1289",Vendedor: não encontrado,Avaliação: 4.7 (104 reviews),Preço antigo: R$5.199,Preço atual: R$2.664
"Nome: Notebook Inspiron I16-U7155H-A10 16"" prateado 16GB de Ram - 1TB SSD - Intel Core Ultra 7",Vendedor: Por Dell,Avaliação: 5.0 (4 reviews),Preço antigo: —,Preço atual: R$10.063
"Nome: Notebook Vaio fe16 amd ryzen 5-5625u linux 12gb 512gb ssd tela 16"" ips wuxga antirreflexo cinza grafite vjfe69f11x-b1211h memória expansível até 64gb",Vendedor: Por Eshop,Avaliação: 4.7 (26 reviews),Preço antigo: R$3.849,Preço atual: R$3.098
Nome: Notebook Acer Vero AV15-53P-56HM Intel® Core™ i5 – 1335U 15.6” Full HD Intel® Iris® Xe 512 GB SSD 8 GB RAM Windows 11 Home,Vendedor: Por 2Eletro,Avaliação: 4.9 (47 reviews),Preço antigo: R$4.199,Preço atual: R$3.599
Nome: Notebook Acer Aspire 5 A15-51M-54E6 / Intel Core™ i5-13420H de 13ª Geração / 8GB / 512SSD / Windows 11 Home / 15.6” Full HD,Vendedor: Por Acer Brasil,Avaliação: 4.8 (451 reviews),Preço antigo: —,Preço atual: R$3.599
"Nome: Notebook ThinkPad E14 14"" black 16GB de Ram 256GB SSD Intel Core i5 - Excelente (Recondicionado)",Vendedor: Por Micro Livre,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.506
"Nome: Notebook Latitude 3420 14"" preto 8GB de Ram - 256GB SSD - Intel Core i5 - Excelente (Recondicionado)",Vendedor: Por Micro Livre,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.599
"Nome: Notebook ASUS Vivobook Go E1504FA AMD Ryzen 5 7520U 8GB Ram 256GB SSD Windows 11 Tela 15,6"" FHD Black - NJ825W",Vendedor: Por Mercado Livre,Avaliação: 4.8 (144 reviews),Preço antigo: —,Preço atual: R$2.944
"Nome: Notebook VAIO FE15 Intel Core i5 12ªgen 8GB 512GB SSD Tela 15,6'' Full HD Antirreflexo Linux - Cinza Grafite - VJFE54F11XB2321H",Vendedor: Por Eshop,Avaliação: 4.8 (43 reviews),Preço antigo: R$4.950,Preço atual: R$2.890
Nome: Notebook Vaio Intel Core I7 10ª Geração 16gb Ssd 256gb Cinza (Recondicionado),Vendedor: Por Canal Eletro,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.899
Nome: Notebook Dell Inspiron I15-i120k-a15p I3 8gb 512gb 15.6 W11,Vendedor: Por Dell,Avaliação: 4.8 (1006 reviews),Preço antigo: R$2.999,Preço atual: R$2.829
Nome: Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Vendedor: Por 2Eletro,Avaliação: 4.0 (5 reviews),Preço antigo: R$4.110,Preço atual: R$3.199
Nome: Notebook Dell Inspiron I15-i120k-u25m 15.6  Full Hd 12ª Gera Preto,Vendedor: Por Dell,Avaliação: 4.8 (8 reviews),Preço antigo: R$3.319,Preço atual: R$3.069
"Nome: Notebook Lenovo IdeaPad 3i Intel Core I3 - 1115G4, 8GB RAM, 256GB SSD, Windows 11 Home, Tela 15,6"" - 82MD0010BR",Vendedor: Por 123 Comprou,Avaliação: 4.8 (668 reviews),Preço antigo: R$4.141,Preço atual: R$2.879
"Nome: Notebook Vaio Fe16 Amd Ryzen 5-5625u Windows 11 Home 8gb RAM 256gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11x-b0421h - Permite upgrade de memória RAM e SSD",Vendedor: Por Loi Brasil,Avaliação: 5.0 (1 reviews),Preço antigo: R$4.666,Preço atual: R$3.299
"Nome: Notebook VAIO FE15 Intel Core i5 12ªgen 8GB 512GB SSD Tela 15,6'' Full HD Antirreflexo Linux - Cinza Grafite - VJFE54F11XB2321H",Vendedor: Por Eshop,Avaliação: 4.8 (43 reviews),Preço antigo: R$4.950,Preço atual: R$2.890
Nome: Notebook Vaio Intel Core I7 10ª Geração 16gb Ssd 256gb Cinza (Recondicionado),Vendedor: Por Canal Eletro,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.899
Nome: Notebook Dell Inspiron I15-i120k-a15p I3 8gb 512gb 15.6 W11,Vendedor: Por Dell,Avaliação: 4.8 (1006 reviews),Preço antigo: R$2.999,Preço atual: R$2.829
Nome: Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Vendedor: Por 2Eletro,Avaliação: 4.0 (5 reviews),Preço antigo: R$4.110,Preço atual: R$3.199
"Nome: Notebook Samsung Galaxy Book4 Ultra Intel® Core™ Ultra 9 185H , Windows 11 Home, 32GB, 1TB SSD, 16'' WQXGA+ AMOLED 2x, antirreflexo, touchscreen, 1.86 kg",Vendedor: Por Samsung,Avaliação: 4.6 (42 reviews),Preço antigo: R$14.199,Preço atual: R$13.489
Nome: Apple Macbook air 13 M4 16gb Ram 256gb Ssd Meia-noite,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$9.699
"Nome: Notebook Samsung Galaxy Book4 Intel® Core™ i5-1335U, Windows 11 Home, 8GB, 256GB SSD, Iris Xe, 15.6'' Full HD LED, 1.55kg",Vendedor: Por Vikings,Avaliação: 4.9 (1356 reviews),Preço antigo: R$5.712,Preço atual: R$3.899
"Nome: Notebook Lenovo Ideapad 1i Intel Core i5 - 1235U, 8GB RAM, 512GB SSD, Windows 11 Home, Tela 15,6'' HD - 82VY000QBR",Vendedor: Por Vikings,Avaliação: 4.8 (4606 reviews),Preço antigo: R$4.199,Preço atual: R$2.999
"Nome: Notebook VAIO FE15 Intel Core i5 12th 16GB 512GB SSD Tela 15,6'' Full HD Antirreflexo Windows 11 Home Cinza Grafite B2621H",Vendedor: Por INPOWER,Avaliação: 4.8 (692 reviews),Preço antigo: R$4.599,Preço atual: R$3.699
"Nome: Notebook Asus Vivobook 15 X1504va Intel Core I5 1334u 8gb Ram 512gb Ssd Intel Iris Xe Windows 11 Home Tela 15,6 Fhd Silver - Nj1740w",Vendedor: Por Asus,Avaliação: 5.0 (19 reviews),Preço antigo: R$3.599,Preço atual: R$3.113
Nome: Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,Vendedor: Por HP,Avaliação: 4.9 (20 reviews),Preço antigo: R$4.944,Preço atual: R$2.469
Nome: Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,Vendedor: Por Lenovo,Avaliação: 4.9 (419 reviews),Preço antigo: R$5.859,Preço atual: R$4.799
"Nome: Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837",Vendedor: Por Eshop,Avaliação: 4.8 (80 reviews),Preço antigo: R$7.419,Preço atual: R$4.929
"Nome: Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD",Vendedor: Por Vaio,Avaliação: 4.8 (68 reviews),Preço antigo: R$4.799,Preço atual: R$3.299
"Nome: Notebook Lenovo IdeaPad 1i Intel Core i3-1215U 4GB 256GB SSD Linux 14"" 83AFS00500",Vendedor: Por Lenovo,Avaliação: 4.8 (5440 reviews),Preço antigo: R$2.199,Preço atual: R$1.914
"Nome: Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 15,6'' Cinza - Ub261",Vendedor: Por 123 Comprou,Avaliação: 4.5 (387 reviews),Preço antigo: R$2.055,Preço atual: R$1.367
Nome: Notebook Acer Aspire 5 Ryzen 7 15.6 Radeon 512gb 8gb Linux,Vendedor: Por Mobcom,Avaliação: 4.8 (979 reviews),Preço antigo: R$4.999,Preço atual: R$3.099
Nome: Notebook VAIO FE16 AMD Ryzen 5-5625U Linux 8GB RAM 256GB SSD Wi-Fi 6 Tela 16'' IPS WUXGA Antirreflexo - Cinza Grafite - Vjfe69f11x-b0411h - Permite upgrade de memória RAM e SSD,Vendedor: Por 123 Comprou,Avaliação: 4.9 (42 reviews),Preço antigo: R$4.998,Preço atual: R$2.879
Nome: Rhodia QUADRICULADO A5 Capa Laranja 80 folhas  quadriculadas unidade x 1,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$51
"Nome: Notebook Lenovo IdeaPad 1 15IAU7 Intel Core i7-1255U HD 15.6"" Intel Iris Xe 512GB SSD 12GB RAM Windows 11- 82VY000PBR",Vendedor: Por Login,Avaliação: 4.7 (264 reviews),Preço antigo: R$4.999,Preço atual: R$3.799
"Nome: Notebook Samsung Galaxy Book4 Intel® Core™ i5-1335U, Windows 11 Home, 8GB, 256GB SSD, Iris Xe, 15.6'' Full HD LED, 1.55kg",Vendedor: Por Vikings,Avaliação: 4.9 (1356 reviews),Preço antigo: R$5.712,Preço atual: R$3.899
"Nome: Notebook Vaio Fe15 - Intel Core I3 12th, 8gb 256gb Ssd, Tela 15,6'' Full Hd Antirreflexo, Linux - Vjfe54f11x-b0921h - Cinza Grafite",Vendedor: Por Eshop,Avaliação: 5.0 (1 reviews),Preço antigo: R$3.900,Preço atual: R$2.535
"Nome: Notebook Lenovo Ideapad 1i Intel I5-1235u 8gb 512gb 15,6 W11",Vendedor: Por 2Eletro,Avaliação: 4.8 (24 reviews),Preço antigo: R$3.999,Preço atual: R$3.059
"Nome: Notebook Asus Vivobook 15 X1504va Intel Core I5 1334u 8gb Ram 256gb Ssd Windows 11 Home Intel Iris Xe Tela 15,6 Led Fhd Blue - Nj1737w",Vendedor: Por Mercado Livre,Avaliação: 5.0 (2 reviews),Preço antigo: R$3.249,Preço atual: R$2.910
Nome: Notebook Acer Aspire 15 555Q Intel Ci5 13gen 8gb 256ssd W11,Vendedor: Por Mercado Livre,Avaliação: 4.8 (482 reviews),Preço antigo: R$4.372,Preço atual: R$2.699
Nome: Notebook Positivo Vision C15 Lumina Bar Celeron 8gb 128gb Emmc 15 Hd Linux - Cinza,Vendedor: Por 123 Comprou,Avaliação: — (— reviews),Preço antigo: R$3.123,Preço atual: R$1.664
Nome: Notebook Lenovo T490 Core I5 8365u 1.6ghz Ssd 256gb 16gb 8ª Cor Preto,Vendedor: não encontrado,Avaliação: 4.1 (7 reviews),Preço antigo: —,Preço atual: R$2.099
"Nome: Notebook Asus Vivobook 15 X1504va Intel Core I5 1334u 16gb Ram 512gb Ssd Windows 11 Home Tela 15,6 Led Fhd Blue - Nj1745w",Vendedor: Por Asus,Avaliação: 4.4 (7 reviews),Preço antigo: R$4.399,Preço atual: R$3.809
"Nome: Notebook Acer Aspire 5 Intel Core I5 - 12450H 8GB RAM 256GB SSD Windows 11 Home Tela 15,6"" Full HD A515-57-55B8 Bivolt",Vendedor: Por Mercado Livre,Avaliação: 4.8 (7661 reviews),Preço antigo: R$4.117,Preço atual: R$3.096
Nome: Notebook Vaio Fe15 Amd Ryzen 5 8gb Ram 256gb Windows 11 Home Cor Cinza,Vendedor: não encontrado,Avaliação: 4.8 (81 reviews),Preço antigo: R$3.563,Preço atual: R$3.076
Nome: Notebook Acer Aspire 5 15.6 Fhd I5-12450h 256gb Ssd 8gb Cor Cinza,Vendedor: Por Itotal,Avaliação: 4.6 (116 reviews),Preço antigo: R$3.990,Preço atual: R$2.747
Nome: Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,Vendedor: Por HP,Avaliação: 4.8 (239 reviews),Preço antigo: R$3.517,Preço atual: R$2.799
Nome: Notebook Dell Inspiron 5402 Core I5 11th 8gb 256gb Ssd Win10 - Excelente (Recondicionado),Vendedor: Por Micro Livre,Avaliação: — (— reviews),Preço antigo: R$2.999,Preço atual: R$2.789
"Nome: Notebook Samsung Galaxy Book4 Ultra Intel® Core™ Ultra 7 155H , Windows 11 Home, 32GB, 1TB SSD, 16'' WQXGA+ AMOLED 2x, antirreflexo, touchscreen, 1.86 kg",Vendedor: Por Samsung,Avaliação: 4.7 (94 reviews),Preço antigo: R$12.699,Preço atual: R$11.114
"Nome: Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 32gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0221h - - Permite upgrade de memória RAM e SSD",Vendedor: Por Vaio,Avaliação: 4.8 (37 reviews),Preço antigo: R$4.999,Preço atual: R$3.799
Nome: Notebook Hp 250r G9 Intel Core I5 1335u 8gb 256gb Ssd 15.6 W11 Pro Ay6w3la,Vendedor: Por 2Eletro,Avaliação: 4.3 (11 reviews),Preço antigo: R$3.610,Preço atual: R$3.099
"Nome: Notebook ASUS Vivobook Go 15 E1504FA AMD Ryzen 3 7320U 4Gb Ram 128Gb SSD Windows 11 Home Tela 15,6 FHD Mixed Black - NJ1364W",Vendedor: não encontrado,Avaliação: 4.7 (104 reviews),Preço antigo: R$2.900,Preço atual: R$2.262
Nome: Notebook Hp 256r G9 Intel Core I3-1315u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl - AN1A2LA#AK4,Vendedor: Por HP,Avaliação: 4.8 (285 reviews),Preço antigo: R$3.232,Preço atual: R$2.499
"Nome: Notebook Samsung Book4 I5-1335u 8gb 256gb Ssd 15,6 Full Hd Windows 11 Pro Np754xgj-kg5br 110v/220v",Vendedor: Por 2Eletro,Avaliação: 4.9 (62 reviews),Preço antigo: R$4.398,Preço atual: R$3.899
Nome: Notebook Dell Inspiron I15-i120k-a10p 15.6 I3 8gb 256gb W11,Vendedor: Por Dell,Avaliação: 4.8 (1177 reviews),Preço antigo: —,Preço atual: R$3.132
Nome: Notebook Dell 15.6 Fhd I5 8gb 512gb Ssd Rtx 3050,Vendedor: Por Dell,Avaliação: 4.9 (95 reviews),Preço antigo: —,Preço atual: R$5.460
"Nome: Notebook Samsung Galaxy Book3 360 Intel Core I5 1335U, 8GB, 256GB SSD Tela 13.3' Windows11H - NP730QFG-KF2BR",Vendedor: não encontrado,Avaliação: 4.8 (70 reviews),Preço antigo: —,Preço atual: R$5.636
Nome: Notebook Lenovo Ideapad 1i I5 1235u 8gb 512gb Ssd Win11 Home,Vendedor: Por Eshop,Avaliação: 5.0 (1 reviews),Preço antigo: R$3.959,Preço atual: R$2.925
Nome: Notebook Dell Latitude 7490 I7 8° 16gb Ssd 512gb Win 11,Vendedor: não encontrado,Avaliação: 4.3 (4 reviews),Preço antigo: —,Preço atual: R$2.871
Nome: Notebook Lenovo Thinkpad T495 Ryzen 5 Pro Ram 8gb Ssd 256gb,Vendedor: Por Micro Livre,Avaliação: — (— reviews),Preço antigo: R$2.499,Preço atual: R$1.574
Nome: Notebook Dell Xps 13 Intel Core Ultra 7 16gb 1tb Ssd Win11 Prata,Vendedor: Por Dell,Avaliação: 5.0 (1 reviews),Preço antigo: R$15.199,Preço atual: R$13.999
"Nome: Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 8gb 256gb, Tela 15 Full Hd Antirreflexo, Linux - Preto",Vendedor: Por Positivo,Avaliação: 4.7 (109 reviews),Preço antigo: R$3.599,Preço atual: R$2.499
"Nome: Notebook Lenovo Ideapad 1i Intel Core i3 1215U 4GB 256GB Linux 15,6"" HD 82VYS00600",Vendedor: não encontrado,Avaliação: 4.8 (5440 reviews),Preço antigo: —,Preço atual: R$2.499
"Nome: Notebook Gamer ASUS TUF Gaming A15, Ryzen 7, RTX 2050, 8GB RAM, 512GB SSD, Tela 15.6 IPS 144Hz, Linux KeepOS, Graphite Black - FA506NFR-HN069",Vendedor: Por Asus,Avaliação: 4.8 (122 reviews),Preço antigo: R$5.299,Preço atual: R$4.899
Nome: Notebook 2 Em 1 Dell Inspiron 2in1-i1300-m10c 14  Fhd+ Touch Prata Gelo,Vendedor: Por Dell,Avaliação: 5.0 (2 reviews),Preço antigo: R$6.179,Preço atual: R$5.759
Nome: Notebook Lenovo Thinkpad T470 Core I5 6ta 240gb + 8gb Cor Preto - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$1.789,Preço atual: R$1.413
Nome: Notebook Lenovo Ideapad 1 Ryzen 5 - 7520u 8gb 512gb Ssd Linux 15.6 82X5S00500,Vendedor: Por Lenovo,Avaliação: 4.8 (1021 reviews),Preço antigo: R$2.699,Preço atual: R$2.379
"Nome: Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza",Vendedor: Por Positivo,Avaliação: 4.7 (183 reviews),Preço antigo: R$2.199,Preço atual: R$1.599
"Nome: Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core 5, 16gb, 512gb Ssd, Nvidia® Geforce® Mx570, 15.6'' Full Hd Led, Fingerprint - Grafite",Vendedor: Por Samsung,Avaliação: 4.7 (16 reviews),Preço antigo: R$5.849,Preço atual: R$5.556
Nome: Notebook Dell Inspiron I15-i120k-u25m 15.6  Full Hd 12ª Gera Preto,Vendedor: Por Dell,Avaliação: 4.8 (8 reviews),Preço antigo: R$3.319,Preço atual: R$3.069
"Nome: Notebook Lenovo IdeaPad 3i Intel Core I3 - 1115G4, 8GB RAM, 256GB SSD, Windows 11 Home, Tela 15,6"" - 82MD0010BR",Vendedor: Por 123 Comprou,Avaliação: 4.8 (668 reviews),Preço antigo: R$4.141,Preço atual: R$2.879
